0    0.3
7.01 0.3
7.0166666667 0.39
9.01 0.39
9.0166666667 0.507
11.03 0.507
11.0333333333 0.659
18.08 0.659
18.0833333333 0.969
25 0.969


0 0.3
6.9999 0.3
7 0.6
16.99999 0.6
17 0.9
25 0.9

