0    60
6.50 60
6.5011111 69
6.90	69
6.9111111   78  
7.9   78  
7.9111111	89
8.01 89
8.0166666667 101
9.1 101
9.111111 116
9.5 116
9.5111 131
10.6	131
10.61111	150
10.8		150
10.811111		168
13.4			168
13.4111			182
17.9 182
17.9111	242
19.4	242
19.4111 251
19.6	251
19.61111	260
22.2		260
22.2111		272
22.3 272
22.31111		283
25 283




0 60
6.50 60
6.511199999 90
8.599999 90
8.6 120
10 120
10.0000999 150
12	150
12.05000111	180
25		180



0	200
25	200
